ENSG00000087076.9	298	284	293	531	531	539	190	193	171	1439	1414	1426	2480	2526	2388	884	868	819	215	203	201	371	386	382	131	106	140
ENSG00000089006.17	16406	16323	16436	15583	15484	15665	8296	7987	8035	4842	4680	4731	4518	4584	4453	2330	2273	2299	12785	12973	12792	12087	12186	12166	6352	6239	6385
ENSG00000089234.16	444	447	465	1236	1291	1276	560	544	564	3126	3016	3081	8488	8524	8489	3857	3653	3811	1815	1711	1738	4893	4759	4773	2131	2168	2090
ENSG00000089327.15	655	688	671	557	545	592	322	293	295	3385	3506	3458	2816	2705	2742	1558	1551	1589	5871	5941	5882	4628	4616	4882	2559	2655	2670
ENSG00000089692.9	303	294	247	554	550	570	233	257	273	375	442	407	828	791	822	361	359	400	59	78	75	168	184	169	102	73	67
ENSG00000090013.11	1304	1303	1367	603	633	625	249	241	241	833	869	840	389	432	404	158	184	158	247	268	256	87	120	103	39	46	31
ENSG00000091409.16	405	401	399	1486	1512	1528	231	258	209	285	309	283	1127	1115	1105	167	158	155	1233	1241	1167	4536	4528	4577	625	629	612
ENSG00000095587.9	24711	24348	24636	4045	3992	4037	4791	4695	4722	21847	21874	21982	3614	3742	3644	4278	4134	4211	3510	3442	3439	593	579	552	608	620	693
ENSG00000096264.14	1316	1318	1317	1115	1146	1108	1056	1095	1061	344	324	373	298	268	316	280	267	262	163	171	162	148	160	166	147	116	133
ENSG00000099381.20	751	758	821	2892	2979	3087	1655	1641	1651	1378	1294	1311	4875	4871	4822	2738	2668	2788	869	872	836	3151	3177	3222	1826	1737	1762
ENSG00000099795.7	14625	14344	14595	20662	20775	20609	15267	15158	15207	690	732	724	1069	1046	1024	781	707	795	4119	4208	4018	6020	5931	5982	4369	4359	4278
ENSG00000100038.20	672	731	736	407	366	383	219	198	203	582	506	534	286	300	290	164	156	152	1575	1724	1787	903	884	924	551	496	469
ENSG00000100124.15	327	325	318	353	353	330	2514	2586	2559	703	625	642	748	688	743	5373	5361	5492	615	614	633	663	669	667	4952	5029	4966
ENSG00000100218.12	1239	1269	1273	10567	10622	10496	522	503	557	556	596	594	4963	5197	5178	265	258	259	309	290	293	2812	2824	2660	138	139	137
ENSG00000100221.11	2636	2629	2655	3094	2995	3132	2364	2335	2389	3494	3509	3473	4021	4045	4120	3173	3244	3312	2041	2140	2113	2387	2349	2344	1815	1818	1852
ENSG00000100263.14	1120	1168	1140	629	678	634	348	406	397	1005	1008	1004	584	588	593	336	323	348	243	242	208	148	140	126	90	58	83
ENSG00000100321.15	3389	3408	3352	1203	1157	1152	4254	4338	4465	9957	9968	9738	3486	3576	3576	12910	13054	12846	3072	3208	3108	1120	1099	1142	4150	4123	4116
ENSG00000100429.18	236	242	235	2496	2507	2547	176	179	161	110	93	101	1207	1236	1185	79	77	78	146	131	164	1704	1752	1766	122	111	104
ENSG00000100479.14	304	320	343	256	270	247	77	90	95	610	627	643	455	532	513	183	159	197	3158	3125	3223	2281	2404	2427	876	867	844
ENSG00000100916.14	1037	1019	1152	1897	1978	2035	1793	1850	1788	770	759	732	1476	1385	1461	1266	1295	1340	2312	2287	2183	4314	4247	4183	3787	3898	3928
ENSG00000101298.15	4058	4114	4070	9820	9870	9668	6586	6729	6516	1564	1550	1557	3871	3765	3718	2568	2433	2508	249	265	262	637	630	624	423	395	396
ENSG00000101384.12	992	1033	986	395	372	370	90	77	73	2981	2887	2856	1087	1086	1156	216	275	252	548	571	564	205	201	206	39	50	43
ENSG00000101945.17	6380	6368	6436	1454	1462	1474	4135	4181	3988	3055	3048	3134	719	715	668	1980	1937	1954	4810	4798	4794	1064	1170	1143	3232	3144	3194
ENSG00000101997.13	1500	1568	1578	411	362	415	348	360	373	1395	1432	1438	352	384	348	333	346	333	4381	4398	4454	1227	1078	1177	1056	1102	1056
ENSG00000102125.17	2056	1952	1946	1681	1680	1715	1700	1767	1742	1062	1035	1045	882	883	892	918	949	838	3190	3191	3099	2607	2634	2593	2757	2527	2689
ENSG00000102128.8	119	134	125	862	889	889	181	185	195	178	188	163	1260	1198	1261	254	260	259	209	196	184	1434	1390	1302	281	311	294
ENSG00000102313.9	415	390	398	137	125	130	567	542	571	335	388	397	128	139	122	515	549	511	535	511	518	182	143	147	744	694	698
ENSG00000102317.18	5668	5603	5559	3766	3923	3814	9824	10036	9891	954	941	958	656	643	661	1725	1584	1706	1476	1565	1500	961	993	990	2552	2606	2592
ENSG00000102445.20	1576	1650	1563	1672	1638	1632	2742	2708	2908	2322	2350	2414	2319	2386	2358	3936	3968	4044	6256	6076	6190	6270	6188	6197	10554	10636	10428
ENSG00000102452.18	9416	9487	9516	9868	9967	9804	8264	8135	8150	2661	2658	2640	2823	2791	2645	2234	2234	2142	1703	1761	1686	1737	1784	1829	1450	1474	1427
ENSG00000102466.17	7411	7448	7482	5661	5755	5659	1267	1338	1310	8601	8632	8642	6519	6643	6595	1519	1544	1466	10829	10856	10858	8231	8262	8176	1886	1880	1907
ENSG00000102924.13	2045	1964	1907	4163	4047	4212	891	858	850	7240	7047	7183	14443	14487	14499	3124	3160	3143	3431	3296	3399	7153	7151	6908	1513	1549	1412
ENSG00000103056.12	3200	3082	3109	2093	2050	2105	4049	4201	3996	4530	4623	4509	2968	2911	2895	5978	5847	5953	3477	3488	3496	2307	2162	2296	4577	4389	4436
ENSG00000103066.13	2217	2138	2118	4540	4583	4490	2672	2707	2673	2865	2789	2830	6247	6026	5968	3430	3459	3472	515	502	448	1108	1033	1097	571	596	611
ENSG00000103152.12	2833	2859	2947	587	557	566	1644	1618	1622	8851	8924	8920	1730	1741	1781	4906	5026	5039	3686	3616	3648	735	742	731	2038	2101	2069
ENSG00000103313.14	2569	2509	2393	1294	1297	1285	856	811	860	6953	6799	6775	3698	3686	3774	2286	2323	2273	5485	5468	5387	2974	2961	2983	1765	1805	1787
ENSG00000103522.17	1705	1740	1763	144	140	161	929	899	966	1527	1509	1532	113	95	122	797	837	815	1986	1929	1874	150	143	145	1002	1079	1015
ENSG00000103642.12	818	748	814	741	755	753	2218	2182	2046	1057	975	1077	1045	966	986	2883	2880	2896	1582	1593	1582	1570	1526	1519	4330	4385	4307
ENSG00000104093.14	876	832	860	2874	2974	3033	10611	10661	10324	3116	3083	3083	10351	10223	10203	36861	37201	37176	4560	4505	4368	15054	15149	15029	40091	39851	39905
ENSG00000104728.16	3376	3259	3236	14780	14920	15072	13760	13898	13922	15513	15424	15630	39847	40451	40325	39817	40172	40030	2614	2602	2693	11962	12136	12023	11332	11184	11269
ENSG00000104805.17	734	668	666	3946	3913	3933	674	676	697	1003	946	905	5417	5389	5324	896	942	940	1225	1179	1244	6945	6781	6841	1149	1231	1163
ENSG00000104972.16	367	383	358	234	261	289	405	427	430	1327	1284	1322	982	932	989	1466	1520	1509	2585	2582	2673	1952	1955	1913	3073	3127	3175
ENSG00000105464.4	455	448	484	247	249	233	378	415	378	137	142	116	67	77	62	114	112	96	619	612	626	344	327	343	513	536	490
ENSG00000105647.19	78	113	101	170	180	152	103	112	102	28	28	40	50	61	45	35	21	26	49	38	45	92	85	106	48	66	58
ENSG00000105717.14	493	506	507	402	378	414	372	366	377	261	218	268	190	193	203	203	170	173	688	701	634	524	526	527	549	535	500
ENSG00000106038.13	754	751	747	1046	1036	1046	1643	1723	1673	906	909	898	1326	1364	1256	2039	2081	2118	3584	3530	3570	4943	4988	4987	7838	7711	7806
ENSG00000106366.9	504	496	513	1073	1113	1109	217	205	159	1958	1889	1974	4255	4233	4319	720	738	768	635	695	679	1518	1458	1466	252	279	261
ENSG00000106397.12	261	238	245	640	609	649	412	414	430	455	410	395	1072	1042	1035	636	622	708	132	119	123	322	297	339	215	208	215
ENSG00000106399.11	18542	18346	18298	13676	13822	13750	13119	13089	12719	25156	24934	25159	18956	18994	19090	17998	17863	18222	19281	19032	19150	14563	14584	14375	13955	13635	13648
ENSG00000106628.13	423	431	432	47	58	55	118	128	138	204	190	203	35	23	17	67	64	54	234	239	240	31	22	28	68	74	74
ENSG00000107201.11	4025	4127	4063	4103	4163	4134	3643	3522	3489	4476	4476	4491	4521	4536	4537	3924	3883	3877	6595	6718	6748	6643	6589	6750	6050	5737	5918
ENSG00000108559.13	8621	8518	8652	3479	3484	3416	8450	8414	8414	34926	34903	35386	14280	14388	14229	33383	33599	33573	7600	7714	7680	2990	3132	3141	7396	7355	7297
ENSG00000108771.13	104	103	98	89	97	83	135	131	138	202	179	213	201	202	204	276	268	285	174	160	153	178	158	154	232	221	219
ENSG00000108784.10	534	537	512	1149	1103	1060	1476	1462	1512	2704	2701	2729	6054	5870	5917	7866	7966	7898	2919	2976	2941	6458	6560	6537	8516	8476	8505
ENSG00000108861.9	547	502	504	3088	3134	3042	1590	1615	1605	2255	2282	2277	13613	13543	13548	7130	7194	7116	1423	1452	1424	8655	8589	8527	4625	4457	4458
ENSG00000108963.19	4785	4929	4791	1353	1407	1360	977	1044	1044	2934	2876	2890	821	806	840	618	574	580	6667	6707	6670	1911	1849	1864	1339	1441	1383
ENSG00000109390.13	1920	1981	1945	1587	1586	1585	5480	5447	5452	10473	10547	10599	8672	8729	8346	29116	28812	28996	932	939	954	760	744	786	2530	2529	2649
ENSG00000109466.14	478	501	553	72	60	62	539	513	533	1389	1320	1362	164	185	179	1372	1375	1344	2239	2183	2169	284	244	282	2151	2175	2218
ENSG00000109534.17	146	156	146	187	202	198	585	615	688	78	97	94	125	112	106	402	390	369	163	168	168	182	227	206	608	663	622
ENSG00000109771.16	3774	3744	3627	7594	7643	7502	2043	2037	2100	7153	7109	7123	14790	14945	14843	4076	3984	4046	3218	3304	3190	6707	6672	6706	1840	1852	1837
ENSG00000110048.12	3632	3659	3629	1415	1440	1489	6145	5887	5970	2814	2823	2805	1158	1128	1123	4532	4628	4537	1549	1481	1498	594	619	578	2477	2517	2377
ENSG00000110344.10	3775	3650	3767	1763	1720	1805	1819	1832	1827	7777	7732	7837	3602	3579	3634	3690	3762	3806	6254	6167	6027	2916	2958	2949	3009	3176	3008
ENSG00000111052.8	705	759	737	716	760	774	1660	1597	1579	331	328	328	342	339	323	704	756	725	67	74	83	97	98	79	188	158	153
ENSG00000111224.14	712	701	749	533	544	532	2300	2282	2345	2899	2861	2889	2021	2022	2016	8949	8963	8881	2862	2910	2819	2057	2089	2093	9123	8784	9085
ENSG00000111664.11	1717	1788	1735	1347	1389	1382	3171	3288	3220	565	568	569	454	434	423	1061	1045	1074	1958	1831	1905	1450	1471	1485	3416	3525	3461
ENSG00000111666.11	6030	6261	6060	4157	4043	4122	1804	1825	1766	2343	2387	2451	1617	1515	1542	638	743	704	6918	7012	7199	4596	4595	4574	2077	2144	2027
ENSG00000111863.13	899	954	937	146	139	170	258	265	302	1237	1214	1199	198	223	192	309	373	371	4836	4771	4877	789	798	852	1455	1424	1449
ENSG00000111877.18	1788	1739	1681	2228	2239	2208	993	985	1071	698	727	657	868	859	924	343	403	391	505	559	557	718	747	716	344	324	347
ENSG00000112200.17	1200	1246	1265	647	645	652	421	407	445	5897	5809	5960	2936	2960	2852	2102	2144	2178	11784	12058	11766	6028	5939	6009	4210	4458	4217
ENSG00000112280.18	249	257	241	1102	1029	1070	634	639	650	450	458	445	1766	1770	1723	1060	1047	1003	537	578	575	2319	2337	2341	1503	1461	1432
ENSG00000112319.21	18108	18065	18106	10885	10749	10819	9653	9590	9683	1256	1225	1237	746	730	680	703	630	653	1766	1668	1667	1003	1008	976	895	937	916
ENSG00000112658.8	29519	29226	29735	6763	6674	7009	15523	15709	15593	14141	14242	14089	3272	3361	3287	7655	7436	7622	16499	16566	16402	3781	3858	3862	8767	8974	8729
ENSG00000112941.14	1012	1000	1045	826	841	819	1178	1212	1219	1057	1061	1017	851	853	872	1309	1272	1174	797	796	797	668	602	658	947	899	977
ENSG00000113578.18	1434	1315	1408	621	578	607	632	581	603	9538	9427	9547	4017	4027	4046	3969	4028	4217	884	860	857	357	383	364	370	399	330
ENSG00000113621.15	481	491	492	1386	1412	1375	740	734	715	955	977	993	2696	2773	2758	1361	1404	1378	2970	3019	3034	8368	8427	8216	4353	4294	4223
ENSG00000113734.18	322	299	283	315	277	301	591	549	576	590	608	571	550	608	580	998	1032	1054	1193	1217	1226	1236	1283	1273	2268	2209	2212
ENSG00000113742.14	1211	1226	1238	693	676	690	2218	2198	2037	944	816	910	460	470	463	1453	1438	1492	585	571	604	325	326	321	1118	1077	1046
ENSG00000113946.4	31064	30855	30905	9794	9559	9579	25068	24951	24716	15139	15133	14855	4722	4799	4773	12154	12231	11894	4424	4438	4399	1324	1409	1358	3549	3612	3456
ENSG00000114316.13	1160	1116	1122	229	210	239	359	363	322	1159	1140	1180	255	238	255	357	360	369	264	253	283	54	63	46	66	75	73
ENSG00000114573.12	93	90	87	720	789	760	725	727	744	40	63	35	362	411	379	386	364	405	74	77	69	575	613	561	554	535	564
ENSG00000114631.11	2839	2919	2912	2806	2799	2894	701	648	715	8573	8604	8551	8404	8447	8307	2089	1941	2022	1877	1905	1907	1795	1799	1757	455	481	398
ENSG00000114850.7	2934	2908	3049	2830	2817	2742	3904	3933	4033	1076	1072	1106	1083	1040	1040	1431	1472	1470	7368	7383	7374	6921	6979	7024	9650	9446	9550
ENSG00000115170.16	3169	3079	3097	536	545	522	255	275	294	6234	6391	6362	1097	1038	1035	639	564	580	3562	3394	3386	569	544	528	287	286	297
ENSG00000115350.12	4632	4611	4544	11974	11755	11870	1788	1851	1838	1003	1030	1066	2609	2730	2714	404	386	420	5741	5900	5803	15375	15336	15522	2390	2301	2383
ENSG00000115474.7	4857	4905	4769	8563	8443	8436	5921	6155	5857	3958	3940	4015	7139	7139	7003	5024	4879	4840	2642	2668	2692	4793	4806	4756	3316	3238	3337
ENSG00000115956.10	790	772	774	86	100	96	195	227	210	943	921	944	117	108	114	232	238	243	539	528	497	68	56	66	142	118	139
ENSG00000116604.19	106	113	123	204	233	224	222	218	212	31	46	34	85	79	90	83	66	78	106	93	93	177	191	178	199	197	195
ENSG00000116668.13	186	178	184	1745	1830	1714	232	221	242	264	309	317	2807	2816	2775	356	353	345	209	222	198	2062	2033	2025	252	294	302
ENSG00000116717.13	5424	5428	5413	1452	1421	1501	574	515	533	10964	10807	10970	2959	2921	2931	1133	1007	1029	1458	1435	1391	403	395	400	140	146	146
ENSG00000116824.5	1153	1101	1129	303	258	278	388	388	339	1971	2044	2001	491	545	512	648	633	671	5133	5092	4964	1313	1301	1305	1693	1717	1762
ENSG00000116830.12	2540	2549	2570	2173	2144	2177	1738	1784	1788	503	500	525	415	433	434	327	351	340	2495	2558	2435	2146	2104	2060	1769	1747	1715
ENSG00000116991.12	559	545	534	1015	946	933	978	1025	1032	152	151	161	293	304	293	305	319	253	1284	1383	1351	2340	2409	2377	2528	2419	2395
ENSG00000117410.14	1585	1671	1708	2614	2506	2586	1287	1341	1306	2639	2689	2594	4286	4322	4341	2181	2043	2081	821	827	831	1356	1362	1358	688	658	692
ENSG00000117748.10	101	85	92	552	522	553	253	222	231	2320	2210	2248	13541	13397	13507	5766	5722	5863	1056	1150	1106	6544	6452	6492	2787	2866	2867
ENSG00000118242.17	1870	1772	1818	4270	4385	4328	2313	2208	2237	245	253	232	592	586	609	297	295	280	677	663	638	1546	1617	1490	803	808	795
ENSG00000118307.20	658	684	690	332	371	354	1097	1049	1121	1589	1673	1611	851	832	816	2525	2534	2479	324	306	331	173	157	159	485	503	466
ENSG00000118492.19	719	706	695	818	832	794	1205	1179	1174	828	795	834	896	963	878	1365	1342	1424	3798	3739	3739	4232	4240	4185	6196	6169	6294
ENSG00000118855.21	196	181	211	259	202	219	351	352	369	344	305	332	379	427	422	580	593	564	365	350	367	454	455	427	615	702	671
ENSG00000118873.17	834	805	754	1475	1551	1521	1240	1291	1315	1000	987	934	1821	1812	1882	1538	1575	1594	1000	1008	970	1907	1847	1828	1662	1520	1563
ENSG00000119185.13	283	289	299	859	873	885	236	228	227	658	655	684	2010	2008	1987	546	541	575	545	602	594	1692	1730	1667	454	454	479
ENSG00000119328.12	16447	16395	16516	19156	19005	19081	18103	18105	18034	5171	5315	5168	6087	6013	6011	5788	5854	5843	2783	2714	2783	3237	3193	3269	3064	3004	3055
ENSG00000119396.12	2088	2077	1996	727	729	695	1411	1449	1387	931	891	970	313	347	315	681	682	661	962	954	950	342	358	359	700	700	673
ENSG00000119801.13	482	466	490	53	51	54	346	333	395	1930	1918	1928	180	194	200	1328	1392	1444	492	550	548	49	42	44	365	374	376
ENSG00000120333.4	489	483	519	903	878	878	1571	1638	1496	125	115	126	178	219	196	355	325	320	79	80	93	162	136	148	259	250	239
ENSG00000120533.13	1223	1211	1309	1472	1478	1497	703	750	760	294	294	297	321	372	370	210	185	166	965	953	990	1136	1105	1209	542	553	519
ENSG00000120662.16	3516	3377	3477	7353	7479	7411	3094	3040	3084	780	807	852	1819	1737	1743	701	705	723	793	810	779	1659	1724	1724	705	718	696
ENSG00000120709.11	401	380	422	385	413	353	391	405	406	548	513	531	516	512	555	511	514	495	501	531	483	500	500	454	467	512	487
ENSG00000120725.13	11351	11320	11199	2455	2448	2386	7889	7769	7786	5553	5533	5560	1203	1282	1219	3783	3855	3840	10334	10422	10185	2278	2275	2298	7119	7093	7155
ENSG00000120868.14	558	541	541	1010	1024	1031	653	712	776	1470	1443	1465	2851	2839	2840	1950	1988	2055	463	518	472	975	957	922	642	712	624
ENSG00000120915.14	1757	1767	1711	1496	1614	1529	564	609	645	653	661	676	578	588	601	230	232	216	507	490	466	438	418	437	179	151	167
ENSG00000120937.9	2425	2324	2407	7940	7996	7979	3224	3272	3152	1280	1359	1223	4365	4246	4281	1772	1809	1811	623	629	615	2198	2147	2276	925	878	873
ENSG00000120963.12	2622	2643	2591	23471	23567	23469	6246	6207	6173	1036	1046	1016	9497	9581	9640	2470	2532	2514	153	135	139	1135	1154	1222	320	281	307
ENSG00000121454.6	4589	4637	4651	18160	18029	18053	13177	13075	12972	1445	1513	1513	5823	5927	5778	4304	4305	4375	2750	2708	2617	10446	10634	10670	7802	7786	7674
ENSG00000121871.4	55	43	66	40	48	41	188	187	194	92	76	93	80	60	76	310	320	308	143	138	144	89	89	90	412	430	427
ENSG00000121898.13	362	362	356	200	186	182	166	174	195	449	452	439	213	235	259	212	216	198	178	179	167	82	99	103	89	97	82
ENSG00000122406.14	2085	2041	2096	1181	1186	1193	883	876	850	497	468	523	284	260	273	188	192	212	3907	3740	3824	2178	2147	2029	1585	1549	1565
ENSG00000122711.9	1848	1872	1839	402	456	388	1713	1736	1749	2085	1955	2052	489	517	440	1915	1866	1849	3330	3419	3257	766	829	770	3114	3159	3201
ENSG00000123094.16	2931	2969	2887	3411	3442	3415	1218	1133	1177	2865	2789	2843	3293	3250	3250	1116	1132	1102	212	228	227	262	253	251	98	89	87
ENSG00000123104.12	2956	2814	2934	871	892	857	4655	4582	4805	974	1017	968	335	317	299	1575	1632	1686	2849	2873	2817	845	908	836	4749	4665	4704
ENSG00000123171.8	512	500	525	1593	1644	1579	677	679	635	561	598	603	2001	1939	1910	797	824	762	925	908	953	2866	2881	2850	1197	1147	1185
ENSG00000123243.15	1387	1420	1442	3092	3179	3070	1458	1409	1510	504	458	483	1059	1049	1070	506	547	496	3415	3344	3378	7466	7601	7564	3641	3683	3593
ENSG00000123447.6	3835	3724	3818	2301	2385	2271	2934	3041	2861	1861	1844	1793	1131	1082	1129	1419	1370	1487	337	340	342	236	229	205	321	287	313
ENSG00000124019.10	163	172	181	60	61	58	175	205	197	668	652	656	235	238	209	746	740	766	120	125	136	49	49	67	164	160	183
ENSG00000124098.10	696	761	707	666	582	619	887	943	939	1369	1370	1327	1164	1257	1181	1777	1782	1838	503	512	524	513	468	467	675	699	672
ENSG00000124159.17	355	377	367	2373	2425	2372	895	897	908	236	227	259	1614	1527	1515	592	636	621	186	203	192	1229	1234	1228	465	478	480
ENSG00000124383.11	443	496	417	1052	1067	1074	1755	1829	1767	648	647	628	1427	1432	1456	2369	2423	2375	524	505	515	1152	1234	1230	1967	1978	1911
ENSG00000125912.11	1165	1111	1120	2305	2366	2349	2786	2886	2868	2299	2299	2211	4296	4436	4436	5385	5361	5287	1916	1832	1926	3707	3828	3915	4584	4632	4621
ENSG00000125954.13	75	48	52	66	87	79	60	60	61	37	50	38	51	73	70	51	50	49	58	42	64	89	78	78	70	59	46
ENSG00000126001.17	295	283	270	2440	2374	2511	576	497	562	324	348	346	2864	2870	2929	666	627	653	1049	1039	1075	8858	9179	8915	1995	1983	2103
ENSG00000126067.12	290	298	298	1057	1142	1069	458	477	476	1025	1062	1093	4157	4192	4164	1843	1759	1756	620	583	531	2140	2159	2167	912	933	949
ENSG00000126106.14	1414	1469	1387	658	663	603	1771	1741	1771	5788	5781	5795	2808	2894	2784	7053	6996	6939	2147	2063	2083	998	975	1027	2546	2532	2501
ENSG00000126247.11	229	228	212	116	103	103	247	225	230	122	133	127	56	65	68	140	142	138	114	115	105	61	80	73	137	126	138
ENSG00000126464.15	67	54	51	118	124	130	120	107	114	137	119	114	337	352	310	312	297	321	77	75	89	217	197	200	212	212	192
